temp,max_temp,wind_speed,cloudcover,precip,humidity,class
74.16749999999999,83.79,66.10375,156.35250000000002,380.88000000000005,135.2975,163.64,1
60.067499999999995,63.17,81.40375,140.5125,370.89000000000004,132.7375,146.23,1
62.72749999999999,78.83,86.50375000000001,143.4525,371.31000000000006,154.89749999999998,143.65,1
77.10749999999999,64.76,88.62375,128.2125,384.58000000000004,124.8275,162.03,1
74.4675,73.38,71.36375000000001,147.1625,367.87000000000006,124.6075,152.65,1
88.1275,81.04,85.25375000000001,143.9725,383.86,153.0275,163.44,1
79.82749999999999,67.8,62.34375,154.0525,381.50000000000006,143.1875,133.48,1
68.4675,64.23,84.81375,128.5125,378.45000000000005,138.5775,143.73,1
79.35749999999999,80.1,63.72375000000001,151.6725,392.88000000000005,130.01749999999998,139.64,1
70.2575,77.58,79.39375000000001,135.7225,397.1,150.0975,133.56,1
82.97749999999999,84.63,68.74375,135.1925,392.11,154.3275,165.22,1
74.9375,67.49,62.78375000000001,129.4425,371.93000000000006,142.0775,136.73,1
24.55625,29.2,23.09375,84.8125,135.1,83.0625,100.0,1
85.69624999999999,71.36,80.98375,122.8425,196.26,144.0225,156.8,1
65.02625,78.91,81.32374999999999,149.0325,185.43,147.29250000000002,155.78,1
87.46625,91.39,62.65375,118.7125,186.17,118.07249999999999,134.38,1
70.29625,93.89,68.90375,139.2125,191.88,126.35249999999999,150.99,1
77.58625,73.86,68.77375,121.8725,169.62,146.6025,137.3,1
84.78625,86.31,56.84375,136.7925,193.10999999999999,138.1125,139.65,1
71.36625000000001,95.16,84.86375000000001,142.0025,179.0,143.1725,165.69,1
87.15625,81.34,73.93375,122.4325,180.89999999999998,142.7925,144.53,1
67.24625,88.26,59.91375,131.6525,200.61,128.8425,159.01,1
73.65625,82.55,74.91375,136.9525,200.93,128.5325,141.84,1
63.70625,64.58,82.48375,132.5325,176.28,143.4625,143.92000000000002,1
79.22625,71.84,81.05375000000001,135.8825,191.97,135.9525,136.95,1
80.26625,69.35,83.01375,128.2925,195.68,139.9725,139.01,1
60.37625,92.76,78.00375,126.9625,172.32,143.3325,133.91,1
59.91625,75.55,72.29375,130.9425,187.68,116.4825,160.38,1
73.01625,91.79,59.89375,141.8525,188.07999999999998,142.1725,158.76,1
86.71625,74.04,83.90375,125.1925,190.98,128.2525,153.25,1
63.52625,82.96,77.66375,145.1525,191.42,117.8825,139.63,1
72.03625,71.34,67.44375,136.8325,180.79,133.8125,157.13,1
26.075,30.8,25.493749999999995,86.6875,41.2,77.125,100.0,1
70.075,65.6,91.66375,133.0875,75.57,112.325,154.43,1
76.075,73.4,75.31375,135.0775,77.56,138.395,160.78,1
75.615,84.89,69.53375,145.2075,96.93,142.45499999999998,153.12,1
59.754999999999995,68.78,88.33375,141.8075,103.59,116.095,155.38,1
87.475,95.94,91.21374999999999,148.7775,91.1,126.66499999999999,159.32999999999998,1
75.385,92.84,67.39375,149.8875,93.55000000000001,127.175,166.65,1
71.665,79.28,73.12375,136.3175,94.68,134.735,158.79,1
74.395,69.6,67.27374999999999,135.8775,96.12,121.445,164.29000000000002,1
71.585,67.29,87.02374999999999,147.6775,76.93,119.185,159.7,1
81.735,79.94,80.48375,140.1675,80.92,133.155,134.45,1
59.815,89.7,80.31375,148.7075,75.29,137.655,147.56,1
74.725,93.59,87.84375,132.0075,79.52000000000001,135.625,159.02,1
89.475,84.68,76.46374999999999,144.0875,83.36,138.695,160.82999999999998,1
73.725,66.26,75.37375,144.4475,101.06,141.39499999999998,162.35,1
88.955,64.98,76.14375,124.6575,84.12,126.215,134.12,1
69.275,79.16,63.50375,131.6375,87.95,120.89500000000001,151.25,1
80.825,71.05,80.06375,126.8675,84.35,117.685,143.91,1
70.315,95.36,72.53375,147.0575,95.17,119.725,156.82,1
61.635000000000005,84.76,71.50375,149.9675,88.92,123.025,145.3,1
26.437500000000004,28.2,20.5875,96.1875,464.5,91.125,100.0,1
78.3675,86.82,66.7975,144.3375,520.35,132.20499999999998,159.01,1
74.0775,68.38,75.3475,152.1875,525.31,129.555,166.35,1
76.6975,82.69,77.0375,144.2375,506.65,134.235,136.07,1
62.697500000000005,68.28,66.3575,157.3675,516.6,152.645,149.76,1
61.0475,78.02,71.89750000000001,156.3075,519.75,130.385,163.36,1
67.70750000000001,75.13,66.2975,136.9675,505.57,138.20499999999998,146.06,1
81.92750000000001,80.81,66.14750000000001,157.0075,508.99,155.995,156.59,1
67.1375,90.91,57.5975,132.0975,508.45,128.425,154.47,1
88.4475,84.65,69.3375,143.7375,520.8,150.265,154.41,1
70.9975,93.91,72.5575,154.2975,512.9,135.435,146.24,1
79.39750000000001,80.44,82.8175,157.5475,507.04,126.305,133.91,1
66.6575,63.06999999999999,57.2175,147.5675,504.22,130.225,157.01,1
89.4775,87.35,65.19749999999999,130.0375,498.1,133.345,142.73,1
85.1875,62.42999999999999,58.1675,135.01749999999998,503.95,154.095,159.29,1
89.7275,79.31,77.6875,157.4275,502.97,156.20499999999998,151.27,1
92.0175,89.19,57.5575,135.1875,519.04,150.845,142.71,1
92.5375,94.85000000000001,87.19749999999999,137.9875,499.57,125.345,152.34,1
74.0575,74.37,69.1575,147.2775,511.07,153.515,147.85,1
66.00750000000001,87.5,63.7975,156.7175,522.64,155.475,146.32999999999998,1
23.50625,27.9,24.693749999999998,90.875,262.5,89.3125,100.0,1
83.43625,88.97999999999999,85.67375,138.395,328.9,148.9525,163.47,1
81.33625,83.71000000000001,73.57375,157.005,318.38,123.6625,165.67000000000002,1
60.85625,90.83,75.87375,132.325,323.15,143.64249999999998,141.04,1
66.25625,93.46000000000001,89.30375,140.54500000000002,298.59000000000003,150.4725,139.91,1
67.41624999999999,92.28,70.74374999999999,132.305,324.6,124.0625,133.85,1
76.01625,68.44999999999999,68.74374999999999,151.755,322.3,129.1625,135.96,1
80.67625000000001,79.58,60.23375,140.885,312.94,143.4225,155.07999999999998,1
71.18625,92.63999999999999,67.00375,130.765,327.62,131.3025,135.0,1
87.21625,93.06,66.98375,142.995,306.51,152.5725,134.26,1
57.346250000000005,71.72,89.96374999999999,133.425,304.49,148.8825,146.84,1
64.72625,85.24000000000001,74.32375,136.185,309.8,143.8325,153.78,1
72.37625,84.11,61.95375,126.41499999999999,318.1,147.0525,166.3,1
76.83625,79.96000000000001,81.41375,141.505,327.0,143.8825,137.9,1
64.58625,69.46000000000001,74.79375,124.805,299.67,126.1425,137.69,1
71.52625,94.08000000000001,58.583749999999995,150.895,318.27,151.4325,143.15,1
66.83625,69.75999999999999,69.35374999999999,137.555,298.09000000000003,149.8625,147.97,1
65.63625,79.08,83.95375,153.105,317.75,139.5525,145.31,1
80.89625000000001,93.68,59.85374999999999,141.265,297.61,130.9725,162.9,1
60.206250000000004,92.59,83.53375,149.945,318.5,152.2125,158.29,1
23.999999999999996,29.3,18.85625,86.25,198.9,87.1875,100.0,1
80.13,77.09,66.29625,133.64,261.03000000000003,123.6375,144.59,1
90.28,68.38,63.18625,152.16,241.66,144.0475,161.73,1
64.39,66.94,79.95625,146.17000000000002,262.71000000000004,139.9175,149.51,1
62.17999999999999,65.57000000000001,52.51625,129.82,263.79,137.1575,166.63,1
81.21,88.86,56.526250000000005,121.03,252.10000000000002,123.7175,162.81,1
63.67999999999999,70.63,72.11625,130.34,238.64000000000001,140.0375,137.41,1
80.00999999999999,81.78,82.18625,120.39,248.24,145.7875,160.96,1
66.28999999999999,71.97,71.13625,132.47,249.63,131.9975,166.26,1
57.75,77.8,55.90625,138.26,251.41,152.1275,141.19,1
85.00999999999999,89.66,79.48625,128.81,243.74,122.5075,155.59,1
72.78,64.5,81.09625,149.53,242.75,147.5575,154.25,1
74.16,81.15,69.62625,123.57,259.27,134.0475,151.57,1
90.43,95.07,63.866249999999994,120.64,251.48000000000002,124.1375,149.41,1
71.84,82.61,67.91625,148.19,234.48000000000002,123.94749999999999,153.64,1
66.64,95.36,63.73625,135.42000000000002,232.92000000000002,137.6275,150.57999999999998,1
71.39999999999999,93.24,52.676249999999996,151.57,255.35000000000002,141.5075,144.77,1
78.03999999999999,86.21,55.45625,121.44,233.86,125.6175,145.65,1
70.64999999999999,73.93,69.53625,131.4,240.98000000000002,141.4275,161.34,1
66.16,90.6,73.83624999999999,131.45,249.55,120.9375,142.1,1
25.89375,30.3,12.593749999999998,87.8125,178.1,88.5625,100.0,1
76.38375,84.05,70.47375,150.8625,229.51999999999998,152.8825,155.57999999999998,1
90.64375,95.66,79.19375,135.0925,240.69,155.1825,165.3,1
85.55375,67.02,64.44375,122.4425,226.19,138.8325,148.38,1
61.03375,92.12,65.87375,130.39249999999998,232.25,137.2425,133.56,1
60.113749999999996,68.91,68.90375,145.4225,241.59,147.4925,148.35,1
63.95375,96.5,56.30375,122.7625,217.78,124.05250000000001,165.82,1
82.88375,69.88,48.75375,136.8225,219.56,142.1725,154.92000000000002,1
72.51375,81.04,54.02375,127.55250000000001,215.04,133.8225,147.34,1
77.15375,82.45,66.24374999999999,126.5025,242.29,141.3425,162.63,1
92.10374999999999,85.14,65.10374999999999,126.9225,225.07,136.4525,159.87,1
91.20375,74.46,65.08375,137.2525,223.2,123.6325,159.2,1
63.40375,77.07000000000001,65.99374999999999,144.4025,240.51999999999998,138.39249999999998,164.31,1
76.07375,77.77,72.72375,127.1725,222.48,149.4225,146.36,1
61.67375,87.04,61.02375,139.7225,240.1,144.48250000000002,150.6,1
70.27375,70.36,70.79375,130.2025,214.73,131.9525,155.41,1
81.08375,66.08,71.71374999999999,143.0225,243.01999999999998,144.5525,150.74,1
89.64375,96.23,77.69375,138.2525,220.06,143.5225,165.45999999999998,1
66.99375,64.08,64.49374999999999,122.60249999999999,223.53,136.8025,155.04,1
86.85375,82.11,51.84375,131.39249999999998,230.1,139.1125,145.06,1
26.162500000000005,31.3,11.768749999999999,85.25,122.20000000000002,86.25,100.0,1
86.7925,90.49,58.08875,151.0,168.0,144.41,139.72,1
76.1225,82.33,58.71875,139.37,183.46,138.71,163.79,1
92.6225,71.71,64.64875,147.05,183.45000000000002,146.14,139.65,1
76.1825,81.22,61.348749999999995,126.95,176.34000000000003,130.14,149.23,1
87.8125,83.8,60.40875,138.94,175.59000000000003,131.61,140.9,1
67.7825,82.99,67.22875,149.98000000000002,185.14000000000001,141.91,166.03,1
60.212500000000006,64.64,48.058749999999996,151.31,161.15000000000003,125.6,141.39,1
87.2325,95.47,66.12875,135.92000000000002,177.18,129.35,151.35,1
78.3525,95.73,56.46875,139.43,176.02,147.39,162.98,1
64.27250000000001,76.17,55.78875,132.56,173.95000000000002,130.22,159.28,1
87.1225,83.62,70.06875,124.92,166.13000000000002,122.19,148.81,1
88.86250000000001,74.01,72.80875,134.65,163.55,147.48,161.39,1
63.41250000000001,89.09,48.598749999999995,144.44,167.12,149.03,135.56,1
60.5925,67.19,70.43875,148.5,161.24,149.85,140.77,1
68.25250000000001,78.96,66.34875,127.78,156.20000000000002,149.92000000000002,142.51,1
59.9825,80.95,47.068749999999994,148.12,160.09000000000003,128.5,145.53,1
92.1025,97.74,72.87875,148.32999999999998,159.86,123.19,138.59,1
66.3925,93.39,66.88875,146.92000000000002,175.58,138.98,152.62,1
71.33250000000001,72.38,72.18875,126.13,175.63000000000002,122.97999999999999,159.05,1
28.4,34.7,21.200000000000003,68.4375,230.29999999999998,82.5,93.75,1
72.02,83.42,80.49000000000001,114.19749999999999,280.18,137.37,148.0,1
86.03,78.49000000000001,66.08000000000001,131.51749999999998,268.07,130.87,154.42000000000002,1
78.06,72.46000000000001,57.11,133.3375,269.15999999999997,130.11,133.94,1
66.58,75.19,73.46000000000001,116.5875,273.27,122.24000000000001,139.64,1
91.25,94.28,79.15,123.8075,278.14,133.3,132.19,1
73.11,96.15,68.31,119.6375,294.7,134.44,145.26,1
74.47,78.45,63.57,133.4975,281.38,134.51,151.5,1
86.07,89.05000000000001,58.82,121.3375,277.57,148.26999999999998,159.89,1
88.69999999999999,72.73,67.44,114.14750000000001,283.13,146.73000000000002,139.53,1
88.87,71.86,67.29,117.5575,293.7,127.18,127.19,1
77.27,93.34,84.12,111.0775,295.95,129.0,145.32999999999998,1
75.47999999999999,94.05000000000001,81.63,126.19749999999999,270.75,147.3,130.41,1
93.56,98.49000000000001,74.63,124.3075,288.87,147.72,151.92000000000002,1
94.12,73.29,68.12,106.5775,268.28999999999996,127.21000000000001,149.39,1
78.56,97.85,58.07,105.92750000000001,290.63,120.75999999999999,160.32999999999998,1
69.99000000000001,84.55000000000001,76.74000000000001,103.2375,271.59,128.47,154.62,1
77.78999999999999,96.54,69.58000000000001,124.3875,279.34,133.47,136.31,1
66.84,69.62,84.06,123.2375,286.27,146.27,151.02,1
65.25999999999999,92.97,59.910000000000004,124.42750000000001,284.43,130.01,156.49,1
25.1,30.1,21.2125,75.875,223.8,84.4375,100.0,1
63.47,96.57,83.35249999999999,135.215,279.19,120.7575,165.51,1
59.84,69.75999999999999,77.6325,136.485,269.13,132.01749999999998,158.23,1
76.18,66.66,59.7425,128.615,259.41,140.5775,137.32,1
83.78999999999999,88.1,67.5025,133.025,257.39,139.8175,152.02,1
80.02000000000001,76.09,58.7325,121.745,280.48,142.2075,150.95,1
68.03999999999999,88.9,61.4725,132.945,284.61,130.2075,138.48,1
69.80000000000001,74.32,84.1825,132.425,271.09000000000003,121.8375,159.62,1
58.83,82.25,68.9725,130.735,260.32,133.9075,143.38,1
90.0,73.46000000000001,57.6025,124.295,276.3,120.0075,166.3,1
86.91,80.03999999999999,69.5825,122.555,278.16,136.85750000000002,148.37,1
76.41,73.73,68.85249999999999,116.785,264.14,134.76749999999998,160.22,1
78.94,69.83,81.1525,142.055,270.3,137.1775,160.05,1
73.39,92.08,70.1925,127.935,273.91,128.0675,152.85,1
66.03,70.28,79.4325,111.155,273.92,130.2875,138.36,1
72.33,93.95,78.55250000000001,132.465,282.38,145.60750000000002,152.66,1
88.73,71.83,73.76249999999999,139.535,272.91,145.1475,141.82,1
75.71000000000001,77.03999999999999,62.622499999999995,112.935,273.48,146.3775,142.74,1
76.99000000000001,66.17,80.6125,116.705,290.08000000000004,132.8875,158.21,1
84.69,83.46000000000001,74.8325,129.885,271.61,120.22749999999999,145.52,1
24.575,29.3,22.887500000000003,88.375,159.6,87.375,100.0,1
73.835,80.85,62.447500000000005,132.395,201.62,129.115,149.73,1
86.975,88.26,64.1075,145.855,210.89,153.425,151.32999999999998,1
79.775,65.54,67.0775,133.095,196.57,126.295,157.64,1
88.955,90.47,79.5975,153.125,214.76999999999998,145.915,157.64,1
70.645,81.6,58.4275,153.755,208.1,143.785,157.34,1
67.745,95.58,67.4475,150.54500000000002,206.17,124.955,144.55,1
58.405,62.959999999999994,87.39750000000001,136.915,224.85,153.745,153.46,1
64.475,76.34,79.2275,151.995,202.70999999999998,133.625,163.65,1
67.405,65.8,83.7475,154.535,211.5,152.45499999999998,159.89,1
79.335,91.92,83.2975,141.835,224.95,135.315,156.02,1
58.215,91.09,70.9175,134.20499999999998,212.88,133.305,145.45,1
62.355000000000004,62.739999999999995,81.7475,126.86500000000001,212.32,140.715,158.31,1
81.835,64.11,61.1075,125.285,221.29,131.54500000000002,157.76,1
90.785,64.23,79.7575,125.315,202.57,144.805,157.53,1
83.095,73.59,68.0275,137.845,205.59,123.465,159.06,1
63.05499999999999,63.879999999999995,72.2175,142.055,223.26999999999998,141.505,165.69,1
66.035,64.51,61.7175,134.555,214.89999999999998,131.155,136.04,1
72.605,87.23,71.5975,133.155,207.14999999999998,145.855,165.36,1
58.864999999999995,71.89,86.3275,153.075,194.26999999999998,126.525,138.76,1
25.15,32.4,21.062499999999996,88.0,147.89999999999995,83.375,100.0,1
91.65,74.42,78.4425,151.22,207.33999999999995,144.305,163.38,1
77.28,75.65,65.6425,140.73,209.53999999999996,120.775,147.75,1
80.64,66.25999999999999,72.79249999999999,132.89,198.08999999999995,119.045,165.53,1
63.53,76.78,73.5625,154.62,193.92999999999995,147.265,146.11,1
89.53,74.85,63.21249999999999,143.82999999999998,207.89999999999995,134.445,162.66,1
74.28999999999999,73.31,62.1425,122.84,196.54999999999995,131.775,166.43,1
62.48,65.94,72.24249999999999,149.06,203.68999999999994,134.335,142.48,1
83.78999999999999,69.74000000000001,79.2025,131.73,189.61999999999995,138.485,147.8,1
